iter	Passed	Remaining
1650	181277	38319
1651	181382	38208
1652	181491	38099
1653	181602	37989
1654	181701	37877
1655	181818	37769
1656	181913	37656
1657	182013	37544
1658	182123	37434
1659	182237	37325
1660	182348	37216
1661	182457	37106
1662	182571	36997
1663	182675	36886
1664	182780	36775
1665	182880	36663
1666	182990	36554
1667	183091	36442
1668	183189	36330
1669	183294	36219
1670	183395	36108
1671	183499	35997
1672	183611	35888
1673	183710	35776
1674	183810	35664
1675	183916	35554
1676	184029	35445
1677	184147	35337
1678	184249	35225
1679	184350	35114
1680	184467	35006
1681	184572	34895
1682	184673	34784
1683	184777	34673
1684	184879	34562
1685	184984	34451
1686	185102	34343
1687	185205	34232
1688	185317	34122
1689	185421	34012
1690	185533	33902
1691	185642	33793
1692	185753	33683
1693	185858	33573
1694	185963	33462
1695	186064	33351
1696	186174	33241
1697	186283	33131
1698	186409	33024
1699	186519	32915
1700	186624	32804
1701	186742	32696
1702	186842	32584
1703	186952	32475
1704	187058	32364
1705	187174	32256
1706	187279	32145
1707	187399	32037
1708	187509	31928
1709	187611	31817
1710	187724	31708
1711	187826	31597
1712	187934	31486
1713	188048	31377
1714	188153	31267
1715	188270	31158
1716	188381	31049
1717	188482	30938
1718	188597	30829
1719	188694	30717
1720	188803	30607
1721	188906	30497
1722	189014	30387
1723	189137	30279
1724	189238	30168
1725	189344	30058
1726	189457	29948
1727	189557	29837
1728	189665	29727
1729	189778	29618
1730	189888	29508
1731	189997	29399
1732	190119	29291
1733	190229	29181
1734	190345	29072
1735	190450	28962
1736	190560	28852
1737	190656	28741
1738	190758	28630
1739	190861	28519
1740	190968	28409
1741	191077	28299
1742	191178	28188
1743	191288	28079
1744	191401	27969
1745	191508	27859
1746	191618	27750
1747	191723	27639
1748	191823	27528
1749	191934	27419
1750	192035	27308
1751	192149	27199
1752	192269	27091
1753	192367	26979
1754	192474	26869
1755	192580	26759
1756	192688	26649
1757	192785	26538
1758	192888	26427
1759	192987	26316
1760	193089	26205
1761	193197	26095
1762	193301	25985
1763	193412	25876
1764	193537	25768
1765	193637	25657
1766	193735	25546
1767	193851	25437
1768	193964	25328
1769	194066	25217
1770	194166	25106
1771	194271	24996
1772	194377	24886
1773	194488	24777
1774	194586	24665
1775	194695	24556
1776	194803	24446
1777	194915	24336
1778	195012	24225
1779	195117	24115
1780	195221	24005
1781	195332	23895
1782	195441	23786
1783	195553	23676
1784	195658	23566
1785	195753	23455
1786	195855	23344
1787	195968	23235
1788	196086	23126
1789	196205	23018
1790	196313	22908
1791	196425	22799
1792	196526	22688
1793	196648	22580
1794	196762	22471
1795	196877	22362
1796	196988	22252
1797	197100	22143
1798	197204	22033
1799	197312	21923
1800	197428	21814
1801	197537	21705
1802	197650	21595
1803	197764	21486
1804	197870	21376
1805	197985	21267
1806	198093	21157
1807	198201	21047
1808	198305	20937
1809	198421	20828
1810	198528	20718
1811	198644	20609
1812	198745	20499
1813	198855	20389
1814	198974	20281
1815	199092	20172
1816	199194	20061
1817	199294	19951
1818	199398	19841
1819	199510	19731
1820	199617	19621
1821	199733	19512
1822	199851	19404
1823	199960	19294
1824	200064	19184
1825	200177	19074
1826	200277	18964
1827	200381	18854
1828	200492	18744
1829	200593	18634
1830	200703	18524
1831	200812	18415
1832	200913	18304
1833	201018	18194
1834	201122	18084
1835	201236	17975
1836	201348	17866
1837	201457	17756
1838	201556	17645
1839	201665	17536
1840	201772	17426
1841	201876	17316
1842	201976	17205
1843	202082	17095
1844	202191	16986
1845	202288	16875
1846	202402	16766
1847	202503	16656
1848	202612	16546
1849	202712	16436
1850	202810	16325
1851	202919	16216
1852	203032	16106
1853	203141	15997
1854	203242	15886
1855	203351	15777
1856	203452	15667
1857	203555	15556
1858	203656	15446
1859	203779	15338
1860	203876	15227
1861	203990	15118
1862	204105	15009
1863	204212	14899
1864	204311	14789
1865	204409	14678
1866	204521	14569
1867	204624	14459
1868	204723	14349
1869	204827	14239
1870	204929	14129
1871	205032	14019
1872	205143	13909
1873	205249	13800
1874	205362	13690
1875	205469	13581
1876	205576	13471
1877	205678	13361
1878	205782	13251
1879	205890	13141
1880	205998	13032
1881	206096	12922
1882	206197	12812
1883	206303	12702
1884	206406	12592
1885	206510	12482
1886	206618	12373
1887	206727	12263
1888	206826	12153
1889	206931	12043
1890	207056	11935
1891	207176	11826
1892	207275	11716
1893	207369	11605
1894	207481	11496
1895	207580	11386
1896	207689	11276
1897	207810	11167
1898	207933	11059
1899	208032	10949
1900	208145	10839
1901	208246	10729
1902	208345	10619
1903	208448	10510
1904	208552	10400
1905	208664	10290
1906	208782	10181
1907	208881	10071
1908	208989	9962
1909	209098	9852
1910	209204	9743
1911	209313	9633
1912	209420	9524
1913	209531	9414
1914	209631	9304
1915	209736	9195
1916	209839	9085
1917	209956	8976
1918	210065	8866
1919	210165	8756
1920	210275	8647
1921	210387	8538
1922	210487	8428
1923	210586	8318
1924	210690	8208
1925	210794	8099
1926	210908	7989
1927	211011	7880
1928	211124	7770
1929	211230	7661
1930	211344	7551
1931	211441	7442
1932	211554	7332
1933	211664	7223
1934	211774	7113
1935	211883	7004
1936	211989	6894
1937	212101	6785
1938	212206	6675
1939	212315	6566
1940	212437	6457
1941	212545	6347
1942	212650	6238
1943	212760	6128
1944	212867	6019
1945	212970	5909
1946	213089	5800
1947	213201	5691
1948	213311	5581
1949	213410	5472
1950	213524	5362
1951	213636	5253
1952	213741	5143
1953	213846	5034
1954	213962	4924
1955	214068	4815
1956	214164	4705
1957	214263	4596
1958	214372	4486
1959	214496	4377
1960	214614	4268
1961	214736	4159
1962	214839	4049
1963	214950	3940
1964	215060	3830
1965	215159	3720
1966	215267	3611
1967	215382	3502
1968	215481	3392
1969	215590	3283
1970	215699	3173
1971	215807	3064
1972	215914	2954
1973	216019	2845
1974	216134	2735
1975	216237	2626
1976	216352	2517
1977	216464	2407
1978	216592	2298
1979	216704	2188
1980	216812	2079
1981	216920	1970
1982	217020	1860
1983	217138	1751
1984	217246	1641
1985	217345	1532
1986	217471	1422
1987	217580	1313
1988	217689	1203
1989	217802	1094
1990	217901	984
1991	218002	875
1992	218109	766
1993	218229	656
1994	218332	547
1995	218437	437
1996	218538	328
1997	218642	218
1998	218741	109
1999	218850	0
