iter	Logloss
244	0.2611483621
245	0.2610545935
246	0.2609636915
247	0.2608696027
248	0.260782658
249	0.260692134
250	0.2606055058
251	0.2605103636
252	0.2604069977
253	0.2603089207
254	0.2602130963
255	0.26012704
256	0.2600402877
257	0.2599435904
258	0.2598740082
259	0.2597935487
260	0.2597163096
261	0.2596294733
262	0.2595469962
263	0.2594660028
264	0.259359707
265	0.2592667814
266	0.2591831594
267	0.2591072882
268	0.2590261661
269	0.2589388752
270	0.2588667641
271	0.2587898505
272	0.2587088312
273	0.258632157
274	0.2585455804
275	0.2584622175
276	0.258377857
277	0.2582954421
278	0.2582207655
279	0.2581419118
280	0.2580603703
281	0.2579773965
282	0.2579062028
283	0.2578086967
284	0.2577230061
285	0.2576368918
286	0.2575629789
287	0.2574697055
288	0.2573831346
289	0.2572982139
290	0.2572080954
291	0.2571210391
292	0.257032656
293	0.2569608989
294	0.2568959359
295	0.2568287012
296	0.2567489206
297	0.2566687552
298	0.2565861692
299	0.2564996237
300	0.2564106291
301	0.2563236549
302	0.256253613
303	0.2561945702
304	0.2561361351
305	0.256043193
306	0.2559628109
307	0.2558915745
308	0.2558207058
309	0.2557399303
310	0.2556623825
311	0.2555845712
312	0.2554902576
313	0.2554318489
314	0.2553604838
315	0.255279034
316	0.2551991268
317	0.2551308594
318	0.2550312331
319	0.254963011
320	0.254878283
321	0.2547846582
322	0.2547006545
323	0.254630461
324	0.2545625025
325	0.254485835
326	0.254412509
327	0.2543222157
328	0.2542601129
329	0.2541690348
330	0.2540763387
331	0.2539874843
332	0.2539228184
333	0.2538694056
334	0.2538024984
335	0.2537387392
336	0.253659006
337	0.2535891426
338	0.2535181219
339	0.253454817
340	0.2533950699
341	0.2533105917
342	0.2532335928
343	0.253159319
344	0.2530867608
345	0.2530104165
346	0.2529455072
347	0.2528860467
348	0.2528049599
349	0.2527305312
350	0.252655331
351	0.2525807283
352	0.2524835881
353	0.2524134673
354	0.2523295018
355	0.2522591482
356	0.252168245
357	0.2520928459
358	0.2519855435
359	0.2519069677
360	0.2518360835
361	0.2517517055
362	0.2516664581
363	0.2515861555
364	0.2514944395
365	0.2514246917
366	0.251361115
367	0.2512894587
368	0.2512166629
369	0.2511444356
370	0.2510890824
371	0.2510259075
372	0.2509467549
373	0.2508786993
374	0.2508146349
375	0.2507353684
376	0.2506757695
377	0.2505988203
378	0.2505255312
379	0.2504542463
380	0.2503778833
381	0.250296543
382	0.2502240528
383	0.2501433838
384	0.25008076
385	0.2500120023
386	0.2499124748
387	0.2498372742
388	0.2497601109
389	0.2496955752
390	0.2496281626
391	0.2495517729
392	0.2494914057
393	0.2494306049
394	0.2493606036
395	0.2492951146
396	0.2492106544
397	0.2491348464
398	0.2490829462
399	0.2490016815
400	0.2489238036
401	0.2488306116
402	0.2487648088
403	0.2487043305
404	0.2486335887
405	0.2485739656
406	0.2484894385
407	0.2484112052
408	0.248328374
409	0.2482418212
410	0.2481828242
411	0.2481062441
412	0.2480337537
413	0.2479677213
414	0.2479015256
415	0.2478288377
416	0.2477748238
417	0.2476961615
418	0.2476184216
419	0.2475373883
420	0.2474411913
421	0.2473611293
422	0.2472823085
423	0.2472180063
424	0.2471608237
425	0.2471098984
426	0.2470479648
427	0.246977077
428	0.2469173221
429	0.2468620553
430	0.2468041311
431	0.2467132913
432	0.2466415141
433	0.2465512253
434	0.2464800022
435	0.2464150923
436	0.2463444595
437	0.2462802431
438	0.2462101143
439	0.2461581428
440	0.2460987392
441	0.246022154
442	0.2459601915
443	0.2458830572
444	0.2458067071
445	0.2457546179
446	0.2456910718
447	0.2456285988
448	0.2455642402
449	0.2455035985
450	0.245454726
451	0.2453922788
452	0.2453316128
453	0.245267511
454	0.2451959649
455	0.2451264569
456	0.2450375702
457	0.2449493506
458	0.2448986822
459	0.2448366454
460	0.2447796353
461	0.2447248996
462	0.2446385203
463	0.2445869018
464	0.2445286602
465	0.2444541999
466	0.2443865304
467	0.2443284137
468	0.2442650887
469	0.2441991329
470	0.2441238079
471	0.2440507912
472	0.2439788893
473	0.2439290863
474	0.2438846842
475	0.2438140067
476	0.2437491978
477	0.2436868236
478	0.2436097016
479	0.2435303223
480	0.2434757798
481	0.2434036893
482	0.2433430552
483	0.2432889392
484	0.2432286653
485	0.2431479558
486	0.2430868457
487	0.2430149602
488	0.2429415445
489	0.2428667064
490	0.2427985067
491	0.2427285444
492	0.2426618111
493	0.2425881619
494	0.2425240913
495	0.2424519233
496	0.2423805096
497	0.2423257724
498	0.2422440674
499	0.2421831336
500	0.2421116029
501	0.2420380451
502	0.2419753034
503	0.2419023002
504	0.2418470802
505	0.2417889423
506	0.2417213587
507	0.241666483
508	0.2416034868
509	0.2415376266
510	0.241470484
511	0.2414187593
512	0.2413442165
513	0.2412798555
514	0.2412003197
515	0.241121832
516	0.2410542903
517	0.2409920384
518	0.2409178035
519	0.2408711822
520	0.2408210549
521	0.2407626248
522	0.2407017626
523	0.2406266722
524	0.2405681151
525	0.240485001
526	0.2404114765
527	0.2403518212
528	0.2402989894
529	0.2402412947
530	0.2401798193
531	0.2401212403
532	0.2400561293
533	0.2399930462
534	0.239918521
535	0.2398553386
536	0.2397996638
537	0.2397368412
538	0.2396646928
539	0.2395975266
540	0.2395381132
541	0.2394766865
542	0.2394101684
543	0.2393364223
544	0.2392726451
545	0.2392085493
546	0.2391516664
547	0.2391076413
548	0.2390338886
549	0.2389789382
550	0.2389175957
551	0.2388608526
552	0.2388008694
553	0.2387388342
554	0.238668945
555	0.2385836
556	0.238521172
557	0.238442441
558	0.2383732451
559	0.2383268929
560	0.238271842
561	0.2382125633
562	0.238157982
563	0.2380853069
564	0.2380181461
565	0.237955936
566	0.2378900802
567	0.2378308361
568	0.2377773649
569	0.2376980222
570	0.2376432151
571	0.2375881695
572	0.2375366404
573	0.2374787339
574	0.2374123213
575	0.2373539621
576	0.2373019856
577	0.2372326173
578	0.2371709357
579	0.2371198496
580	0.2370662555
581	0.2370230634
582	0.2369587704
583	0.2368823799
584	0.2368151642
585	0.2367600672
586	0.2366912646
587	0.236616456
588	0.2365306391
589	0.2364691805
590	0.2364010286
591	0.236343981
592	0.2362925564
593	0.2362230603
594	0.2361697582
595	0.2360845202
596	0.236025707
597	0.2359591436
598	0.235894066
599	0.2358435777
600	0.2357920186
601	0.2357441703
602	0.2356791966
603	0.2356143914
604	0.2355597359
605	0.2354902632
606	0.2354318812
607	0.2353780235
608	0.2353313385
609	0.2352667637
610	0.2351935832
611	0.2351173209
612	0.2350468637
613	0.2349897308
614	0.2349341905
615	0.2348811595
616	0.2348187747
617	0.2347573388
618	0.2346908211
619	0.2346440917
620	0.2345851223
621	0.2345318854
622	0.23447315
623	0.2344037713
624	0.2343512534
625	0.2342978472
626	0.2342345323
627	0.2341801138
628	0.2341101103
629	0.2340531147
630	0.2339934039
631	0.2339256278
632	0.2338578456
633	0.2337865606
634	0.2337309695
635	0.2336662322
636	0.2335973428
637	0.2335260803
638	0.2334641709
639	0.2334048216
640	0.2333354498
641	0.2332726069
642	0.2331993955
643	0.2331341861
644	0.2330618426
645	0.2329985557
646	0.2329369747
647	0.232879511
648	0.2328203601
649	0.2327651015
650	0.2327100649
651	0.2326347323
652	0.2325666958
653	0.2324978533
654	0.2324293976
